web-scraper-order,web-scraper-start-url,price_text,metres_carres,ville_adresse,type_pieces
"1699261322-1367","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-322?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'650.-/mois (+ 250.- Charges)","140 m2","4410 Liestal, Contactez l'agence pour l'adresse","Attique 4.5 pièces"
"1699261322-1368","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-322?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'650.-/mois (+ 285.- Charges)","94 m2","Menziken, Gütschstrasse 21","Appartement 3.5 pièces"
"1699261322-1369","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-322?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'200.-/mois (+ 250.- Charges)","70 m2","Burgdorf, Hammerweg 14","Dernier étage 4 pièces"
"1699261322-1370","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-322?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'700.-/mois (+ 230.- Charges)","82 m2","St-Légier-La Chiésaz, Chemin de Malavernaz 6","Appartement 4 pièces"
"1699261322-1371","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-322?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'350.-/mois (+ 300.- Charges)","92 m2","4805 Brittnau, Contactez l'agence pour l'adresse","Appartement 4 pièces"
"1699261322-1372","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-322?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 3'643.-/mois (+ 550.- Charges)","268 m2","8304 Wallisellen, Contactez l'agence pour l'adresse","Duplex 1 pièce"
"1699261322-1373","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-322?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 3'000.-/mois","60 m2","Morges, Avenue de Plan","Appartement meublé 3 pièces"
"1699261322-1374","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-322?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","MON 3'200.-/mois (+ 3'200.- Charges)","","Aigle, Rue Margencel","Appartement meublé 5 pièces"
"1699261322-1375","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-322?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'800.-/mois (+ 150.- Charges)","80 m2","Frauenfeld, Schaffhauserstrasse 16","Appartement 3.5 pièces"
"1699261322-1376","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-322?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'270.-/mois (+ 330.- Charges)","78 m2","Avenches, Impasse des Lilas 1","Appartement 3.5 pièces"
"1699261322-1377","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-322?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 4'300.-/mois","160 m2","Saubraz, Chemin du Pontet 1","Villa 6.5 pièces"
"1699261322-1378","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-322?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'200.-/mois (+ 150.- Charges)","44 m2","Lausanne, Chemin de Beau-Val 22","Appartement 2 pièces"
"1699261322-1379","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-322?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'700.-/mois (+ 250.- Charges)","179 m2","Savièse, Route des Roches 33","Maison 7.5 pièces"
"1699261322-1380","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-322?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'670.-/mois (+ 230.- Charges)","100 m2","Romanshorn, Bahnhofstr. 1a","Appartement 3.5 pièces"
"1699261322-1381","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-322?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'190.-/mois (+ 320.- Charges)","","Fontainemelon, Avenue Robert 20","Appartement"
"1699261322-1382","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-322?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 840.-/mois (+ 230.- Charges)","","La Chaux-de-Fonds, Rue de Beau-Site 3","Appartement 3 pièces"
"1699261322-1383","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-322?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'070.-/mois","49 m2","Puidoux, Route du Village 48","Appartement 2.5 pièces"
"1699261322-1384","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-322?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'260.-/mois","","Neuchâtel, Berthoudes 68","Appartement 2 pièces"
"1699261322-1385","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-322?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'916.-/mois (+ 290.- Charges)","115 m2","Oberrohrdorf, Cholacherstrasse 8","Appartement 4.5 pièces"
"1699261322-1386","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-322?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'310.-/mois (+ 70.- Charges)","95 m2","Zumholz, Eichenweg 26","Appartement 4.5 pièces"
"1699261322-1387","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-322?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 925.-/mois (+ 175.- Charges)","53 m2","Chiasso, Via degli Albrici 3A","Appartement 2 pièces"
"1699261343-1388","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-321?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'690.-/mois (+ 200.- Charges)","160 m2","4663 Aarburg, Contactez l'agence pour l'adresse","Loft 3 pièces"
"1699261343-1389","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-321?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'380.-/mois (+ 250.- Charges)","78 m2","Bouveret, Ch. de la Montagne 8","Appartement 4.5 pièces"
"1699261343-1390","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-321?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'550.-/mois (+ 250.- Charges)","","Trimbach, Weiherstrasse 12","Appartement 5.5 pièces"
"1699261343-1391","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-321?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 950.-/mois (+ 110.- Charges)","52 m2","Aigle, Ch. de Pré Yonnet 39","Appartement 2 pièces"
"1699261343-1392","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-321?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'280.-/mois (+ 165.- Charges)","52 m2","Lausanne, Bois-de-Vaux 11","Appartement 2 pièces"
"1699261343-1393","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-321?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'900.-/mois (+ 280.- Charges)","57 m2","Genève, chemin du Champ d'Anier 12","Appartement 3 pièces"
"1699261343-1394","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-321?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'180.-/mois (+ 180.- Charges)","70 m2","Martigny, Chemin du Scex 10","Appartement 2.5 pièces"
"1699261343-1395","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-321?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'470.-/mois (+ 80.- Charges)","","Chamoson, Rue de la Losentze 1","Attique 3.5 pièces"
"1699261343-1396","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-321?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'970.-/mois (+ 240.- Charges)","146 m2","Onnens FR, Route des Moilles 4","Appartement 5.5 pièces"
"1699261343-1397","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-321?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'990.-/mois (+ 255.- Charges)","79 m2","Ecublens VD, Route du Bois 57","Appartement 3.5 pièces"
"1699261343-1398","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-321?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 3'290.-/mois","","Le Mont-sur-Lausanne, Rue du Petit-Mont 5","Maison 5.5 pièces"
"1699261343-1399","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-321?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'800.-/mois (+ 250.- Charges)","","Chénens, Route des Gottes 14","Appartement 5.5 pièces"
"1699261343-1400","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-321?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 3'800.-/mois (+ 200.- Charges)","120 m2","Cologny, Plateau de Frontenex 9B","Appartement 4 pièces"
"1699261343-1401","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-321?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 440.-/mois","","Sierre, Chemin du Repos 14","Chambre 1 pièce"
"1699261343-1402","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-321?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'900.-/mois","","Genève, Rue des Lilas","Appartement meublé"
"1699261343-1403","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-321?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 950.-/mois (+ 90.- Charges)","45 m2","Fribourg, Route Joseph-Chaley 13","Appartement 2.5 pièces"
"1699261343-1404","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-321?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'167.-/mois (+ 160.- Charges)","54 m2","Romont FR, Paul Bondallaz 7","Appartement 2.5 pièces"
"1699261343-1405","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-321?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","Loyer sur demande","240 m2","6033 Buchrain, Contactez l'agence pour l'adresse","Maison 8.5 pièces"
"1699261343-1406","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-321?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'950.-/mois (+ 240.- Charges)","85 m2","4052 Basel, Contactez l'agence pour l'adresse","Duplex 3 pièces"
"1699261343-1407","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-321?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'300.-/mois (+ 300.- Charges)","110 m2","6264 Pfaffnau, Contactez l'agence pour l'adresse","Appartement 5 pièces"
"1699261343-1408","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-321?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 720.-/mois (+ 80.- Charges)","22 m2","6482 Gurtnellen, Contactez l'agence pour l'adresse","Appartement 1 pièce"
"1699261343-1409","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-321?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'800.-/mois (+ 300.- Charges)","130 m2","6517 Arbedo, Contactez l'agence pour l'adresse","Appartement 4.5 pièces"
"1699261343-1410","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-321?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'100.-/mois","115 m2","1536 Combremont-le-Petit, Contactez l'agence pour l'adresse","Maison contiguë 5.5 pièces"
"1699261364-1411","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-320?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 3'200.-/mois (+ 300.- Charges)","","Versoix, Chemin Pont-Céard","Appartement 5.5 pièces"
"1699261364-1412","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-320?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'180.-/mois (+ 200.- Charges)","80 m2","Vevey, Gilamont 44","Appartement 3.5 pièces"
"1699261364-1413","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-320?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'830.-/mois (+ 285.- Charges)","99 m2","Bulle, Avenue de la Gare 31","Appartement 3.5 pièces"
"1699261364-1414","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-320?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 750.-/mois (+ 60.- Charges)","29 m2","Lausanne, Ch. des Libellules 12","Appartement 1 pièce"
"1699261364-1415","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-320?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'500.-/mois (+ 300.- Charges)","110 m2","Diegten, Hauptstrasse 62","Duplex 2.5 pièces"
"1699261364-1416","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-320?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 3'000.-/mois","","Genève, W2966 - Rue des Vollandes 71","Appartement 4 pièces"
"1699261364-1417","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-320?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'080.-/mois (+ 145.- Charges)","48 m2","Mézières FR, Chemin du Tremblex 4","Appartement 2.5 pièces"
"1699261364-1418","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-320?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'000.-/mois (+ 170.- Charges)","60 m2","Bellinzona, Via San Gottardo 47","Appartement 3.5 pièces"
"1699261364-1419","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-320?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'590.-/mois (+ 210.- Charges)","129 m2","Magnedens, Route de Magnedens 30A","Appartement 4.5 pièces"
"1699261364-1420","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-320?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 6'000.-/mois","","3963 Crans-Montana, Contactez l'agence pour l'adresse","Appartement 4.5 pièces"
"1699261364-1421","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-320?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 8'000.-/mois","107 m2","Crans-Montana, Route des Toules 18","Appartement"
"1699261364-1422","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-320?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'665.-/mois (+ 230.- Charges)","89 m2","Pont-de-la-Morge (Sion), Sion","Appartement 4.5 pièces"
"1699261364-1423","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-320?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'450.-/mois (+ 150.- Charges)","45 m2","Lausanne, Chemin du Devin 25","Appartement 2.5 pièces"
"1699261364-1424","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-320?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'480.-/mois","50 m2","Chancy, 66, route de Bellegarde","Appartement 3 pièces"
"1699261364-1425","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-320?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 3'100.-/mois","","Veyrier, Chemin Ernest-Pisteur 6","Appartement 5 pièces"
"1699261364-1426","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-320?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 2'705.-/mois (+ 285.- Charges)","98 m2","1023 Crissier, Contactez l'agence pour l'adresse","Appartement 4.5 pièces"
"1699261364-1427","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-320?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'799.-/mois (+ 200.- Charges)","80 m2","Morges, Rue des Fossés 6","Appartement 3.5 pièces"
"1699261364-1428","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-320?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'990.-/mois (+ 200.- Charges)","100 m2","Yverdon-les-Bains, Cheminet 3","Appartement 4.5 pièces"
"1699261364-1429","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-320?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 990.-/mois (+ 190.- Charges)","52 m2","Bex, Avenue de la Gare 47C","Appartement 2.5 pièces"
"1699261364-1430","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-320?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'280.-/mois (+ 140.- Charges)","55 m2","Yverdon-les-Bains, Chemin du Fontenay 11","Appartement 2.5 pièces"
"1699261364-1431","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-320?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 9'500.-/mois","380 m2","Forch, Bundtacherstrasse 24","Maison 9 pièces"
"1699261364-1432","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-320?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 850.-/mois","","Payerne, Impasse de la Reine Berthe 5 bis","Appartement 1 pièce"
"1699261364-1433","https://www.immobilier.ch/fr/carte/louer/appartement-maison/page-320?t=rent&c=1;2&p=s118;s77;s40;s37;s8;s9;s12;s16;s17;s19;s43;s44;s55;s65;s81;s107;s99;s100;s105;s110;s111;s112;s115;s125;s126;s78&nb=false","CHF 1'100.-/mois (+ 50.- Charges)","50 m2","Epalinges, Ch. du Vaugueny 20","Appartement 2 pièces"
