ville,canton,prix,metres_carres,type,nbr_pieces
Saint-Sulpice,VD,2400,93,Appartement ,4.5
Saint-Sulpice,VD,1960,72,Appartement ,3.5
Zürich,ZH,1050,43,Appartement ,2.0
Tresa,TI,1070,46,Appartement ,2.5
Huttwil,BE,1250,75,Appartement ,3.5
Neuenhof,AG,1582,84,Appartement ,3.5
Chavannes-près-Renens,VD,2410,104,Appartement ,4.5
Semsales,FR,1450,93,Appartement ,4.5
Saint-Sulpice,VD,1900,79,Appartement ,3.0
Vernier,GE,4600,100,Appartement ,5.0
Jegenstorf,BE,2750,142,Maison ,6.5
Muttenz,BL,1370,70,Appartement ,3.5
Tafers,FR,1590,99,Appartement ,4.0
Bad Ragaz,SG,2400,144,Duplex ,5.5
Vernier,GE,1900,60,Appartement ,3.0
Sonvilier,BE,750,82,Appartement ,3.5
Saxon,VS,1790,75,Appartement ,3.5
Avenches,VD,1270,67,Appartement ,2.5
Tafers,FR,1590,104,Appartement ,4.5
La Chaux-de-Fonds,NE,920,71,Appartement ,3.0
Zürich,ZH,2260,57,Appartement ,2.0
Noble-Contrée,VS,1060,85,Appartement ,3.5
Ermatingen,TG,3000,177,Duplex ,4.5
Plan-les-Ouates,GE,2350,87,Appartement ,4.5
Morges,VD,1680,55,Appartement ,2.5
Saint-Sulpice,VD,1490,57,Appartement ,2.0
Gambarogno,TI,1020,54,Appartement ,2.5
Ramlinsburg,BL,1300,63,Appartement ,3.5
Muttenz,BL,1428,56,Appartement ,2.5
Saint-Sulpice,VD,3050,135,Appartement ,5.0
Baulmes,VD,1225,57,Appartement ,2.5
Saint-Sulpice,VD,2860,171,Appartement ,3.5
Münchenbuchsee,BE,1770,94,Appartement ,4.5
Develier,JU,1130,65,Appartement ,2.5
Develier,JU,1190,68,Appartement ,2.5
Develier,JU,1750,100,Appartement ,3.5
Renens,VD,1010,26,Appartement ,1.0
Saint-Sulpice,VD,1598,73,Appartement ,3.5
Montpreveyres,VD,2230,83,Appartement ,4.5
Sion,VS,1402,82,Appartement ,4.5
Versoix,GE,3000,100,Appartement ,4.0
Saint-Sulpice,VD,2000,52,Appartement ,2.5
Renens,VD,1250,46,Appartement ,2.0
Massongex,VS,1310,66,Appartement ,3.5
Malters,LU,2400,155,Appartement ,5.5
Wohlen,AG,2092,134,Appartement ,4.5
Zürich,ZH,4858,110,Appartement meublé ,4.5
Manno,TI,2000,130,Maison ,8.5
Kriens,LU,4700,161,Appartement ,5.5
Wigoltingen,TG,1190,100,Dernier étage ,4.0
Zürich,ZH,15000,240,Appartement meublé ,6.5
Thundorf,TG,1790,84,Appartement ,3.5
Muttenz,BL,1360,67,Appartement ,3.0
Goumoëns,VD,1775,65,Appartement ,3.0
Düdingen,FR,1050,58,Appartement ,3.0
Develier,JU,1100,96,Appartement ,3.5
Vernier,GE,1800,32,Appartement ,2.0
La Chaux-de-Fonds,NE,1090,71,Appartement ,3.5
La Chaux-de-Fonds,NE,1000,70,Appartement ,3.5
Vernier,GE,2650,48,Appartement ,3.0
Tafers,FR,545,19,Appartement ,1.5
Sion,VS,1070,40,Appartement ,1.0
Renens,VD,1330,50,Appartement ,2.5
Echallens,VD,2205,99,Appartement ,4.5
Bellinzona,TI,1950,119,Appartement ,4.5
Pfäffikon,ZH,3040,120,Appartement terrasse ,4.5
Pully,VD,5150,150,Attique ,5.5
Zürich,ZH,2769,76,Appartement ,3.5
Köniz,BE,470,19,Appartement ,1.0
Tafers,FR,2850,171,Appartement ,5.5
Saint-Prex,VD,8800,250,Villa ,4.5
Sion,VS,980,39,Appartement meublé ,1.5
Zürich,ZH,1770,23,Appartement ,1.0
Bätterkinden,BE,1135,75,Appartement ,4.0
Oberkirch,LU,4750,240,Maison jumelée ,5.5
Montricher,VD,1050,35,Appartement meublé ,1.0
Freienbach,SZ,4400,110,Maison contiguë ,5.5
Bussigny,VD,3250,136,Appartement ,3.5
Kirchberg,BE,1500,80,Loft ,2.5
Thal,SG,1400,83,Appartement ,4.5
Escholzmatt-Marbach,LU,1900,124,Appartement ,5.5
Gossau,SG,1300,95,Appartement ,4.5
Itingen,BL,1750,88,Appartement ,3.5
Waldstatt,AR,1250,80,Appartement ,4.5
Gossau,SG,1835,148,Appartement ,6.5
Chardonne,VD,1403,67,Dernier étage ,2.5
Therwil,BL,1550,80,Appartement ,4.5
Lausanne,VD,2790,110,Appartement ,5.5
Pully,VD,3180,162,Appartement ,5.5
Saint-Sulpice,VD,1960,81,Appartement ,3.5
Bossonnens,FR,10500,550,Villa ,8.5
Vernier,GE,1333,26,Studio,
Arbedo-Castione,TI,1600,105,Appartement ,4.5
Frauenkappelen,BE,2065,95,Duplex ,3.5
Schmiedrued,AG,1250,96,Appartement ,4.5
Sulgen,TG,2040,180,Dernier étage ,5.5
Vevey,VD,1100,47,Appartement ,2.0
Wohlen,AG,3750,186,Maison terrasse ,4.5
Arbedo-Castione,TI,1040,53,Appartement ,2.5
Vernayaz,VS,990,43,Studio ,1.5
Yverdon-les-Bains,VD,800,33,Appartement ,1.0
Saint-Sulpice,VD,726,59,Appartement ,3.0
Prangins,VD,2750,58,Appartement ,2.0
Le Grand-Saconnex,GE,2900,71,Appartement ,4.0
Haut-Intyamon,FR,1100,56,Appartement ,2.0
Tafers,FR,1090,34,Appartement ,1.5
Vernier,GE,1450,40,Appartement ,2.0
Semsales,FR,1650,114,Appartement ,4.5
Schänis,SG,1550,85,Appartement meublé ,5.5
Walliswil bei Wangen,BE,1450,100,Appartement ,4.5
Gossau,SG,1390,98,Appartement ,3.5
Veyrier,GE,3490,100,Appartement meublé ,5.0
Gibloux,FR,1790,90,Appartement ,3.5
Ollon,VD,1790,105,Appartement ,3.5
Ormont-Dessous,VD,2500,116,Chalet ,5.0
Semsales,FR,1350,60,Appartement ,2.5
Pregny-Chambésy,GE,3600,87,Appartement ,4.0
Blonay - Saint-Légier,VD,1250,52,Appartement ,2.0
Brugg,AG,1500,70,Appartement ,3.5
Meyrin,GE,1950,40,Appartement ,1.5
Cologny,GE,4300,102,Appartement ,4.0
Boudry,NE,1000,83,Appartement ,4.5
Yverdon-les-Bains,VD,1550,100,Appartement ,3.5
Saint-Sulpice,VD,1840,76,Appartement ,3.5
Rheinfelden,AG,1300,66,Appartement ,2.5
Goldach,SG,1030,52,Dernier étage ,2.5
Meinier,GE,1920,70,Appartement ,3.0
Chêne-Bourg,GE,3300,100,Appartement ,4.0
Vernier,GE,1400,32,Appartement ,1.0
Frauenkappelen,BE,1450,56,Appartement ,2.5
Luterbach,SO,1610,105,Appartement ,4.5
Suhr,AG,1822,103,Appartement ,4.5
Le Mont-sur-Lausanne,VD,2100,80,Appartement ,3.5
Froideville,VD,1900,86,Appartement ,3.5
Neuchâtel,NE,1459,82,Appartement ,3.0
Zuchwil,SO,950,55,Appartement ,3.0
Muttenz,BL,1280,62,Appartement ,3.0
Vernier,GE,3810,105,Appartement ,4.5
Frauenkappelen,BE,1460,60,Appartement ,2.5
Ebikon,LU,2570,110,Appartement ,4.5
Cottens,FR,1050,79,Appartement ,3.5
Mont-la-Ville,VD,2100,108,Appartement ,4.0
Neuchâtel,NE,1850,96,Appartement ,4.5
Lucens,VD,1100,55,Appartement ,2.0
Le Noirmont,JU,1400,75,Dernier étage ,3.5
Arzier-Le Muids,VD,5500,145,Maison contiguë ,5.5
Le Mont-sur-Lausanne,VD,1100,28,Studio ,1.0
Menznau,LU,1630,136,Appartement ,5.5
Regensdorf,ZH,2092,130,Duplex ,4.5
Oberkirch,LU,1550,83,Appartement ,3.5
Mendrisio,TI,3970,190,Appartement ,4.5
Mendrisio,TI,2530,138,Appartement ,4.5
Arbon,TG,1350,80,Appartement ,3.0
Brüttelen,BE,1450,72,Dernier étage ,3.5
Marly,FR,2700,120,Dernier étage ,4.5
Grandcour,VD,1650,80,Appartement meublé ,3.5
La Chaux-de-Fonds,NE,1170,70,Appartement ,3.5
Le Locle,NE,850,60,Appartement ,3.5
Granges-Paccot,FR,1200,53,Appartement ,2.5
Val-de-Ruz,NE,790,67,Appartement ,3.0
Winterthur,ZH,1330,64,Appartement ,3.0
Orbe,VD,1100,62,Appartement ,2.5
Neuchâtel,NE,2500,150,Appartement ,5.5
Boudry,NE,1350,80,Appartement ,3.5
Twann-Tüscherz,BE,1390,84,Appartement ,4.0
Frauenkappelen,BE,1259,45,Appartement ,2.0
Neyruz,FR,996,70,Appartement ,3.5
Vernier,GE,2950,77,Appartement ,4.5
Winterthur,ZH,1400,53,Appartement ,2.0
Twann-Tüscherz,BE,1845,95,Appartement ,3.5
Vernier,GE,3000,74,Appartement ,4.0
Saint-Sulpice,VD,850,18,Appartement ,1.0
Allschwil,BL,1725,95,Appartement ,4.0
Paradiso,TI,3914,35,Appartement meublé ,1.0
Paradiso,TI,3914,31,Appartement meublé ,1.0
Cottens,FR,1630,83,Appartement ,4.0
Vully-les-Lacs,VD,2350,127,Duplex ,4.0
Zürich,ZH,4395,128,Appartement ,2.5
Tafers,FR,2225,50,Appartement meublé ,2.0
Chavannes-des-Bois,VD,4250,120,Maison ,6.0
Allschwil,BL,2750,115,Maison jumelée ,4.5
Saint-Sulpice,VD,1470,55,Appartement ,2.0
La Tour-de-Peilz,VD,1850,100,Appartement ,4.0
Prangins,VD,1100,23,Appartement ,1.0
Lucens,VD,1020,60,Appartement ,2.0
Neuchâtel,NE,1180,70,Appartement ,3.0
Prangins,VD,4378,148,Appartement ,4.5
Cortaillod,NE,1020,40,Appartement ,2.0
Neuchâtel,NE,1490,93,Appartement ,4.5
Sion,VS,1340,98,Appartement ,4.5
Prangins,VD,2900,101,Appartement ,3.5
Gland,VD,2154,77,Appartement ,3.5
La Tène,NE,1600,135,Appartement ,5.5
Saint-Cergue,VD,1600,85,Appartement ,4.0
Prangins,VD,8250,252,Appartement ,6.5
Neuchâtel,NE,1490,81,Appartement ,3.5
Echandens,VD,2050,106,Appartement meublé ,2.0
Payerne,VD,1350,82,Appartement ,3.0
Val-de-Travers,NE,790,68,Appartement ,3.0
Bex,VD,950,60,Appartement ,3.0
Saint-Sulpice,VD,4500,191,Appartement ,6.0
Ollon,VD,2260,151,Appartement ,4.5
Cressier,NE,1580,134,Appartement ,4.5
Schaffhausen,SH,1760,114,Appartement ,4.5
Suhr,AG,1210,74,Appartement ,3.5
Winterthur,ZH,1665,78,Appartement ,2.5
Oberentfelden,AG,1282,69,Appartement ,3.0
Morges,VD,1470,54,Appartement ,2.5
Solothurn,SO,1315,75,Appartement ,3.0
Widen,AG,1190,87,Appartement ,3.5
Crans,VD,2350,119,Appartement ,4.5
Pfäffikon,ZH,1278,73,Appartement ,3.5
Le Chenit,VD,1800,113,Appartement ,3.5
Saint-Sulpice,VD,1430,44,Appartement ,2.0
Vernier,GE,1950,61,Appartement ,3.0
Birr,AG,740,49,Appartement ,2.5
Pfäffikon,ZH,2106,108,Appartement ,3.5
Vernier,GE,6950,190,Maison ,7.0
Villars-Sainte-Croix,VD,15000,350,Maison ,10.0
Chavannes-des-Bois,VD,8900,220,Maison ,6.0
Le Locle,NE,924,71,Appartement ,3.0
Founex,VD,3279,101,Appartement ,4.0
Massongex,VS,1400,85,Appartement ,4.5
Vérossaz,VS,1195,129,Appartement ,4.5
Payerne,VD,1400,83,Appartement ,3.5
Renens,VD,1460,54,Appartement ,3.0
Montreux,VD,1650,82,Appartement ,3.5
Lucens,VD,610,29,Appartement ,1.5
Sevelen,SG,1520,100,Appartement ,3.5
Toffen,BE,1629,75,Appartement ,3.5
Chardonne,VD,1750,93,Appartement ,4.0
Tafers,FR,911,42,Appartement ,2.5
Villaz,FR,815,50,Appartement ,2.5
Zug,ZG,3091,116,Appartement ,4.5
Thayngen,SH,1265,65,Appartement ,2.5
Niederglatt,ZH,1785,85,Appartement ,3.5
Vernier,GE,3300,112,Appartement ,4.0
Schaffhausen,SH,1985,121,Appartement ,4.5
Twann-Tüscherz,BE,945,63,Appartement ,3.0
Oberwil,BL,2080,94,Appartement ,3.5
Wigoltingen,TG,1690,114,Appartement ,4.5
Saint-Sulpice,VD,1250,44,Appartement ,2.5
Tafers,FR,1200,48,Appartement ,2.0
Münchenstein,BL,2250,90,Appartement ,3.5
Suhr,AG,1400,78,Appartement ,3.5
Savosa,TI,1275,88,Appartement ,3.5
Sant'Antonino,TI,1120,82,Appartement ,3.5
Tafers,FR,1270,79,Appartement ,3.5
Goldach,SG,1550,122,Dernier étage ,4.5
Pfeffingen,BL,1555,76,Appartement ,3.0
Frauenkappelen,BE,3100,111,Appartement ,3.5
Vernier,GE,1830,67,Appartement ,3.0
Genève,GE,1550,64,Appartement ,3.0
Thayngen,SH,1630,91,Appartement ,3.5
Solothurn,SO,1200,68,Appartement ,3.5
Düdingen,FR,1250,85,Appartement ,3.5
Saint-Sulpice,VD,4100,157,Attique ,4.5
Lyss,BE,1590,101,Appartement ,4.5
Waldkirch,SG,1700,101,Appartement ,3.5
Massongex,VS,1400,85,Appartement ,4.5
Vérossaz,VS,1195,129,Appartement ,4.5
Churwalden,GR,1660,132,Appartement ,3.5
Gossau,SG,1350,90,Appartement ,4.0
Allschwil,BL,350,26,Mansarde ,1.0
Pfeffingen,BL,2000,99,Appartement ,4.5
Ettingen,BL,1700,104,Appartement ,4.5
Gossau,SG,1700,110,Appartement ,4.5
Horgen,ZH,2580,92,Appartement ,3.5
Yverdon-les-Bains,VD,1305,70,Appartement ,3.0
Onex,GE,1975,65,Appartement ,3.0
Villmergen,AG,1329,67,Attique ,1.5
Arbedo-Castione,TI,670,49,Appartement ,2.0
Massongex,VS,450,15,Studio ,1.0
Massongex,VS,1710,136,Appartement ,4.5
Dänikon,ZH,1489,71,Appartement ,3.5
Rüfenach,AG,1430,62,Appartement ,2.5
Gossau,SG,460,30,Appartement ,1.0
Muttenz,BL,1400,71,Appartement ,3.0
Obersiggenthal,AG,1155,57,Appartement ,2.0
Opfikon,ZH,1333,34,Appartement ,1.0
Gossau,SG,950,45,Appartement ,2.5
Rapperswil-Jona,SG,1850,100,Appartement ,4.5
Urdorf,ZH,1630,74,Appartement ,3.5
Gossau,SG,1280,78,Appartement ,3.5
Gossau,SG,1190,91,Duplex ,3.5
Morges,VD,1610,58,Appartement ,2.5
Muttenz,BL,1680,87,Appartement ,4.0
Sant'Antonino,TI,880,56,Appartement ,2.5
Gossau,SG,1420,105,Appartement ,3.5
Lyss,BE,1905,114,Appartement ,4.5
Rheinfelden,AG,1240,72,Appartement ,4.0
Courtedoux,JU,1135,98,Appartement ,4.0
Langenthal,BE,1750,167,Loft ,2.5
Liestal,BL,1390,85,Appartement ,3.5
Renens,VD,2350,89,Appartement ,4.0
Allschwil,BL,1530,78,Appartement ,3.5
Urtenen-Schönbühl,BE,1640,89,Appartement ,3.5
Twann-Tüscherz,BE,1150,69,Appartement ,4.0
Tafers,FR,1640,109,Appartement ,3.0
Muttenz,BL,1200,54,Appartement ,2.5
Schaffhausen,SH,1105,86,Appartement ,4.0
Frauenkappelen,BE,1370,77,Appartement ,4.0
Solothurn,SO,1250,75,Appartement ,3.0
Vechigen,BE,1860,108,Appartement ,4.5
Montreux,VD,1540,75,Appartement ,3.5
Waldenburg,BL,1475,105,Appartement ,4.5
Münchenstein,BL,1310,74,Appartement ,3.0
Lauperswil,BE,1440,95,Duplex ,4.5
Kirchberg,BE,2250,137,Duplex ,3.5
Boudry,NE,1470,100,Appartement ,4.5
Riehen,BS,1450,79,Appartement ,3.0
Frauenkappelen,BE,1240,69,Appartement ,2.5
Rorbas,ZH,1880,90,Attique ,2.5
Pfeffingen,BL,1690,88,Appartement ,3.5
Goldach,SG,1650,106,Appartement ,4.5
Oberentfelden,AG,1274,69,Appartement ,3.0
Gibloux,FR,1570,98,Appartement ,4.5
Aadorf,TG,1580,111,Appartement ,4.0
Vernier,GE,2300,70,Appartement ,3.0
La Chaux-de-Fonds,NE,790,73,Appartement ,2.5
Gibloux,FR,1345,112,Appartement ,5.5
Ettingen,BL,1180,61,Appartement ,3.0
Uzwil,SG,950,54,Appartement ,2.5
Le Locle,NE,1019,84,Appartement ,3.5
Schaffhausen,SH,1290,80,Appartement ,3.5
Vernier,GE,2210,48,Appartement ,2.5
Twann-Tüscherz,BE,1290,104,Appartement ,3.0
Montreux,VD,1170,61,Appartement ,3.0
La Tour-de-Peilz,VD,5800,278,Villa ,6.5
Pratteln,BL,1302,67,Appartement ,3.0
La Chaux-de-Fonds,NE,1390,111,Duplex ,4.5
Haute-Sorne,JU,570,38,Appartement ,1.0
Onex,GE,2450,87,Appartement ,4.0
Münchenstein,BL,750,32,Appartement ,1.0
Zürich,ZH,7560,125,Duplex ,3.5
Develier,JU,1550,106,Appartement ,4.5
Gambarogno,TI,1460,102,Appartement ,4.5
Münchenstein,BL,1760,96,Appartement ,4.0
Leysin,VD,1200,56,Appartement ,3.5
Le Locle,NE,527,53,Appartement ,2.5
Develier,JU,850,48,Appartement ,2.5
Gossau,SG,1160,77,Appartement ,3.5
Neuchâtel,NE,1905,122,Duplex ,4.5
Salmsach,TG,1410,88,Appartement ,3.5
Pratteln,BL,950,45,Appartement ,2.0
Zürich,ZH,3890,45,Appartement,
Zürich,ZH,3790,41,Appartement ,2.0
Zürich,ZH,3190,34,Appartement,
Zürich,ZH,3090,80,Appartement,
Zürich,ZH,4290,41,Appartement,
Zürich,ZH,2790,33,Appartement,
Zürich,ZH,2990,31,Appartement,
Zürich,ZH,2090,22,Appartement,
Zürich,ZH,3290,30,Appartement,
Zürich,ZH,2990,24,Appartement,
Zürich,ZH,2490,19,Appartement,
Dornach,SO,1590,84,Appartement ,4.0
Porrentruy,JU,660,50,Appartement ,2.5
Crans-Montana,VS,1800,96,Appartement ,4.5
Crans-Montana,VS,3000,184,Appartement ,3.0
La Tour-de-Peilz,VD,2310,108,Appartement ,4.5
Grenchen,SO,1390,109,Appartement ,5.5
Thunstetten,BE,1120,74,Appartement ,3.5
Rüttenen,SO,1640,70,Appartement ,3.5
Porrentruy,JU,1200,119,Appartement ,4.5
Waldkirch,SG,735,41,Studio ,1.0
Therwil,BL,1330,80,Appartement ,3.0
La Chaux-de-Fonds,NE,1250,120,Appartement ,4.5
Münchenstein,BL,1460,56,Appartement ,2.5
Massongex,VS,1300,70,Appartement ,3.5
Bellinzona,TI,1200,48,Appartement ,2.5
Montreux,VD,4850,400,Villa ,6.5
Saint-Sulpice,VD,1230,38,Appartement ,1.5
La Chaux-de-Fonds,NE,700,45,Appartement ,2.0
Seedorf,BE,1470,91,Appartement ,3.5
Chêne-Bougeries,GE,2800,54,Appartement ,2.0
Düdingen,FR,1230,85,Appartement ,3.5
Winterthur,ZH,1460,98,Appartement ,2.5
Gossau,SG,1650,116,Appartement ,3.5
Bottmingen,BL,1805,95,Appartement ,4.5
Zürich,ZH,13250,215,Duplex ,4.0
Bussigny,VD,1935,73,Appartement ,3.5
Founex,VD,5300,242,Appartement ,7.0
Winterthur,ZH,1310,53,Appartement ,2.0
Vufflens-la-Ville,VD,2200,102,Appartement ,3.0
Gebenstorf,AG,1640,101,Appartement ,4.5
Villars-sur-Glâne,FR,2276,139,Appartement ,6.0
Münchenstein,BL,4000,165,Duplex ,5.5
Crans-Montana,VS,3000,172,Appartement ,5.5
Münchenstein,BL,1807,98,Appartement ,4.0
Altstätten,SG,1320,81,Appartement ,3.5
Grenchen,SO,1320,103,Duplex ,4.5
Cortaillod,NE,1100,60,Appartement ,3.0
Waldkirch,SG,1530,144,Appartement ,6.5
Vernier,GE,1480,35,Appartement ,2.0
La Chaux-de-Fonds,NE,944,112,Appartement ,4.0
Port-Valais,VS,690,20,Studio ,1.0
Crans-Montana,VS,1800,65,Appartement ,3.5
Rapperswil-Jona,SG,1258,100,Appartement ,3.5
Tafers,FR,1670,94,Appartement ,3.0
Gossau,SG,735,34,Appartement ,1.5
Tafers,FR,1298,78,Appartement ,3.0
La Tour-de-Peilz,VD,3400,130,Appartement ,4.5
Wünnewil-Flamatt,FR,1020,72,Appartement ,3.5
Toffen,BE,1590,79,Appartement ,3.5
Soyhières,JU,800,90,Appartement ,4.0
Vernier,GE,1790,41,Appartement ,2.5
Meyrin,GE,2915,93,Appartement ,5.0
Vernier,GE,2900,68,Appartement meublé ,2.5
Pully,VD,3800,150,Appartement ,5.5
Pully,VD,1990,88,Appartement ,3.5
Courgenay,JU,995,76,Appartement ,3.5
Neuchâtel,NE,1190,62,Appartement ,3.0
Meggen,LU,1725,73,Appartement ,3.5
Liestal,BL,1450,89,Appartement ,4.5
Ollon,VD,590,25,Appartement ,1.0
Porrentruy,JU,1450,150,Appartement ,6.5
Rapperswil-Jona,SG,1428,63,Appartement ,3.0
Onex,GE,2500,88,Appartement ,5.0
Gossau,SG,1213,69,Appartement ,2.5
La Chaux-de-Fonds,NE,850,80,Appartement ,3.0
Schaffhausen,SH,1180,86,Appartement ,3.5
Semsales,FR,1200,78,Appartement ,3.5
Val-de-Charmey,FR,2790,208,Attique ,5.5
Courroux,JU,1195,106,Appartement ,4.5
Wangen bei Olten,SO,735,48,Appartement ,2.5
Saint-Sulpice,VD,2876,105,Appartement ,4.0
Semsales,FR,1640,66,Appartement ,3.5
Stäfa,ZH,1450,80,Appartement ,3.5
Twann-Tüscherz,BE,1410,80,Appartement ,3.5
Chevroux,VD,1320,53,Appartement ,2.5
Le Locle,NE,715,65,Appartement ,3.5
Mendrisio,TI,1450,64,Appartement meublé ,2.5
Gossau,SG,880,53,Appartement ,2.5
Sant'Antonino,TI,710,39,Appartement ,1.5
Le Locle,NE,930,90,Appartement ,5.0
Chavannes-près-Renens,VD,1180,38,Appartement ,2.0
La Chaux-de-Fonds,NE,679,39,Appartement ,1.0
Villarsel-sur-Marly,FR,1415,82,Appartement ,3.5
Tafers,FR,691,27,Appartement ,1.5
Le Locle,NE,475,55,Appartement ,2.0
Tafers,FR,1155,52,Appartement ,2.0
Tafers,FR,1200,60,Appartement ,3.5
La Chaux-de-Fonds,NE,1500,152,Appartement ,4.5
Niederhasli,ZH,1440,65,Appartement ,2.5
Avenches,VD,1280,77,Appartement ,3.5
Haute-Sorne,JU,820,61,Appartement ,2.0
Mendrisio,TI,750,15,Appartement ,1.5
Lyss,BE,1590,98,Appartement ,4.5
Morges,VD,1730,80,Appartement ,3.0
Bottmingen,BL,3900,162,Dernier étage ,4.5
Kloten,ZH,2000,114,Duplex ,4.5
Corsier,GE,11900,240,Maison ,9.0
Münchenstein,BL,2400,116,Appartement ,4.5
Courgenay,JU,905,75,Appartement ,3.5
La Chaux-de-Fonds,NE,1050,90,Appartement ,4.0
Le Locle,NE,1100,121,Appartement ,4.0
Develier,JU,850,61,Appartement ,3.0
Bussigny,VD,1462,42,Appartement ,2.0
Frauenkappelen,BE,2700,101,Appartement ,3.5
Bütschwil-Ganterschwil,SG,1715,119,Appartement ,4.5
Alpnach,OW,1740,103,Appartement ,4.5
Saint-Sulpice,VD,1290,44,Appartement ,2.0
Ecublens,VD,780,26,Appartement ,1.0
Pratteln,BL,1250,79,Appartement ,4.0
Semsales,FR,1370,89,Appartement ,3.5
Saint-Sulpice,VD,1200,37,Appartement ,1.5
Arbedo-Castione,TI,1790,156,Appartement ,4.0
Zürich,ZH,2100,20,Appartement meublé,
Regensdorf,ZH,1839,24,Appartement meublé ,1.0
Prangins,VD,3722,50,Appartement meublé ,2.0
Zürich,ZH,3399,61,Appartement meublé ,2.0
Paradiso,TI,1799,60,Appartement meublé ,5.0
Paradiso,TI,2299,65,Appartement meublé ,4.0
Zürich,ZH,2688,32,Appartement meublé ,1.0
Zürich,ZH,3192,51,Appartement meublé ,3.0
Oberengstringen,ZH,2450,35,Appartement meublé,
Wallisellen,ZH,3610,55,Appartement meublé ,4.0
Meggen,LU,2590,32,Appartement meublé ,1.0
Münchenstein,BL,2125,30,Appartement meublé ,3.0
Münchenstein,BL,2125,30,Appartement meublé ,2.0
Bottmingen,BL,1180,62,Appartement ,2.0
Oberwil,BL,2000,104,Duplex ,3.5
Saint-Sulpice,VD,1050,19,Appartement meublé ,1.0
Massagno,TI,710,31,Appartement ,1.0
La Grande Béroche,NE,1031,51,Appartement ,2.0
Ostermundigen,BE,950,38,Appartement ,1.5
Saicourt,BE,670,61,Appartement ,3.5
Lyss,BE,1100,66,Appartement ,3.5
Neuchâtel,NE,1734,87,Appartement ,3.5
Therwil,BL,1290,62,Appartement ,2.5
Lugano,TI,1150,83,Appartement ,3.5
Aarburg,AG,1040,66,Appartement ,3.5
Meggen,LU,2464,43,Appartement meublé ,4.0
Frauenkappelen,BE,1310,73,Appartement ,3.0
Develier,JU,1170,97,Appartement ,4.0
Münchenstein,BL,1400,75,Appartement ,2.5
Therwil,BL,1720,83,Duplex ,3.5
Les Montets,FR,1680,86,Attique ,3.5
La Tour-de-Peilz,VD,1600,73,Appartement ,3.0
Münchenstein,BL,2836,51,Appartement meublé ,5.0
Zürich,ZH,2912,36,Appartement meublé ,4.0
Noble-Contrée,VS,1300,65,Appartement ,3.5
Frauenkappelen,BE,400,11,Chambre ,1.0
Vernier,GE,2800,36,Appartement meublé ,3.0
Münchenstein,BL,2968,29,Appartement meublé,
Kloten,ZH,3050,56,Appartement meublé ,4.0
Meggen,LU,2296,26,Appartement meublé,
Münchenstein,BL,2228,30,Appartement meublé,
Münchenstein,BL,1600,15,Appartement meublé,
Zürich,ZH,2250,18,Appartement meublé,
Liestal,BL,1210,50,Appartement ,1.5
Münchenstein,BL,1850,90,Appartement ,3.5
Moosseedorf,BE,1750,89,Appartement ,3.5
Muttenz,BL,1590,95,Appartement ,3.0
Zürich,ZH,3124,29,Appartement meublé,
Zürich,ZH,3536,35,Appartement meublé,
La Chaux-de-Fonds,NE,820,73,Appartement ,3.0
Develier,JU,1550,103,Appartement ,4.0
Liestal,BL,1254,75,Appartement ,3.0
Crans-Montana,VS,950,70,Appartement ,2.5
Zürich,ZH,2800,38,Appartement meublé ,3.0
Paradiso,TI,1599,35,Appartement meublé,
Thayngen,SH,1800,117,Appartement ,4.5
Suhr,AG,2670,119,Attique ,3.5
Tafers,FR,730,25,Appartement ,1.5
Zürich,ZH,3190,28,Appartement meublé,
Spiez,BE,2750,133,Attique ,6.5
Münchenstein,BL,2968,29,Appartement meublé,
Morges,VD,3000,155,Dernier étage ,6.0
Ostermundigen,BE,1260,75,Appartement ,3.0
Zürich,ZH,2800,26,Appartement meublé ,4.0
Paradiso,TI,2299,55,Appartement meublé ,1.0
Niederbipp,BE,1445,103,Appartement ,4.5
Bottmingen,BL,2100,102,Appartement ,3.5
Crans-Montana,VS,7850,250,Chalet ,5.5
Muttenz,BL,1350,68,Appartement ,3.5
Thundorf,TG,1920,97,Appartement ,3.5
Kirchberg,BE,500,22,Appartement ,1.0
Meggen,LU,2016,25,Appartement meublé,
Liestal,BL,1390,57,Appartement ,2.5
Gossau,ZH,1020,10,Appartement meublé ,2.0
Develier,JU,1000,88,Appartement ,3.0
La Chaux-de-Fonds,NE,1150,98,Appartement ,4.5
Saxon,VS,1040,43,Appartement ,1.5
Rüttenen,SO,740,46,Appartement ,2.0
Fehraltorf,ZH,1936,95,Appartement ,4.5
Mies,VD,1850,58,Appartement ,4.0
Crans-Montana,VS,2500,110,Appartement ,4.0
Neuchâtel,NE,2280,103,Appartement ,4.5
Develier,JU,1040,88,Appartement ,4.0
Münchenstein,BL,2688,56,Appartement meublé ,4.0
Reinach,BL,1560,99,Appartement ,4.0
Meggen,LU,2464,43,Appartement meublé ,4.0
Tafers,FR,1550,100,Appartement ,4.5
Zofingen,AG,1210,86,Duplex ,2.5
Zürich,ZH,2960,93,Appartement ,3.0
Semsales,FR,740,31,Appartement ,1.5
Urtenen-Schönbühl,BE,1420,75,Appartement ,3.5
Chiasso,TI,1250,121,Appartement ,4.5
Montreux,VD,1495,63,Appartement ,2.0
